Age,Farmsize,TechEngagement,RiskPref,DSTExperience,AdvisorExperience,True_DeltaPerformance_Q0,True_DeltaPerformance_Q1,True_DeltaPerformance_Q2,AIA_1,AIA_10,AIA_11,AIA_12,AIA_13,AIA_14,AIA_15,AIA_16,AIA_2,AIA_3,AIA_4,AIA_5,AIA_6,AIA_7,AIA_8,AIA_9,BI_1,BI_2,BI_3,Delta_WTP_Q0_relTo90,Delta_WTP_Q1_relTo90,Delta_WTP_Q2_relTo90,EE_1,EE_2,EE_3,PE_1,PE_2,PE_3,PE_4,SI_1,SI_2
0.6066240352944767,-1.7127734350158053,0.5181433286597344,0.8190303061682178,0.6459361888690731,-0.7590890009436351,-0.05,0.1,-0.1,0,2,2,0,0,0,0,2,0,0,2,1,0,0,0,0,6,2,6,-0.10283506,0.061520055,0.09010764,5,2,3,5,6,4,6,2,0
0.44453876035263573,-0.6110752564035805,0.01606645980340263,-1.2825870483689983,0.6459361888690731,-0.3238315462741196,0.0,-0.1,-0.1,0,1,0,0,4,2,1,2,0,5,0,0,0,2,0,0,6,6,6,-0.2977901,-0.46619767,-0.2559256,1,2,3,6,4,4,5,0,6
-0.6229159127386288,-0.9783079826076555,1.0202201975160663,-0.6821249470726508,0.2071208431699745,1.4171982724039422,0.1,-0.1,-0.05,2,0,2,3,1,0,1,1,2,6,5,1,2,0,1,2,4,2,6,0.14501227,-0.08249139,-0.03179135,3,6,4,5,3,3,2,4,4
-1.2402957166171995,1.225088374616794,-0.988087277909261,-1.5828180990171719,-0.6705098482282227,0.9819408177344268,0.0,-0.05,-0.05,4,1,1,4,1,4,0,2,2,2,6,5,3,0,4,3,3,5,6,0.016248336,0.03588338,0.0076644532,6,6,0,5,2,2,5,5,5
0.5083059330733756,-0.6110752564035805,-1.4901641467655928,-0.6821249470726508,0.6459361888690731,0.9819408177344268,0.05,-0.1,0.0,1,0,0,1,2,0,1,4,0,2,2,2,0,0,0,2,4,4,6,0.060985494,-0.16793424,-0.15172154,0,2,0,6,6,2,6,2,1
0.9999460932000157,-0.9783079826076555,-1.4901641467655928,-0.9823559977208245,-1.1093251939273212,-0.3238315462741196,-0.05,-0.05,0.05,0,2,1,3,3,4,1,2,0,5,1,3,1,1,5,3,6,6,6,-0.10677573,-0.039193764,0.29650703,6,3,0,6,6,3,6,1,1
0.3999138754177557,-0.9783079826076555,-0.988087277909261,0.5187992555200441,1.5235668802672702,-0.3238315462741196,0.0,0.1,0.05,0,0,0,0,1,4,3,2,0,0,0,0,0,1,0,2,6,4,6,0.008924467,-0.19270611,0.012975518,3,4,0,4,3,3,6,0,1
0.9266938895170823,0.12339019600456928,1.522297066372398,1.4194924074645654,0.6459361888690731,0.11142590839539587,0.1,-0.1,0.05,0,0,0,0,5,1,3,0,0,2,2,0,5,4,3,0,4,3,5,0.01031144,0.1513336,-0.187877,1,6,3,3,2,2,2,0,6
-0.7079393322328529,1.225088374616794,0.5181433286597344,0.8190303061682178,0.6459361888690731,-0.3238315462741196,0.05,0.1,0.05,2,3,2,4,4,3,1,2,2,3,5,3,4,6,1,6,4,3,3,0.12591621,-0.10990935,-0.003969826,3,4,0,2,1,0,0,2,2
1.2657349774260302,0.49062292220864423,1.0202201975160663,1.4194924074645654,1.5235668802672702,-1.1943464556131504,-0.1,-0.05,0.05,0,0,1,3,3,0,0,0,0,2,3,0,3,1,0,2,6,5,5,-0.40069956,0.05537976,-0.0849347,1,0,3,6,2,2,6,1,0
