Age,Farmsize,TechEngagement,RiskPref,DSTExperience,AdvisorExperience,True_DeltaPerformance_Q0,True_DeltaPerformance_Q1,True_DeltaPerformance_Q2,AIA_1,AIA_10,AIA_11,AIA_12,AIA_13,AIA_14,AIA_15,AIA_16,AIA_2,AIA_3,AIA_4,AIA_5,AIA_6,AIA_7,AIA_8,AIA_9,BI_1,BI_2,BI_3,Delta_WTP_Q0_relTo90,Delta_WTP_Q1_relTo90,Delta_WTP_Q2_relTo90,EE_1,EE_2,EE_3,PE_1,PE_2,PE_3,PE_4,SI_1,SI_2
-0.49043820668460997,-0.60255370966477,0.8701467503251634,0.9756159276745588,1.1045189458221696,1.4674405996578228,0.05,0.0,-0.1,5,1,3,5,1,2,2,2,2,0,2,3,3,0,0,3,6,4,0,0.960629,0.46153158,0.37588668,1,3,0,0,2,4,2,2,3
1.0178365503467293,-0.24643449591490596,-0.5996957333322074,1.6107825472543496,1.5491723056539608,1.0378619697814109,0.1,-0.05,-0.1,1,1,2,1,0,5,3,2,1,0,6,0,0,0,3,2,0,3,0,0.7884422,0.4792598,0.3608522,3,4,5,0,2,1,1,6,2
-0.452324804954095,0.10968471783495806,0.8701467503251634,-0.9298839310648138,1.5491723056539608,-1.53960980947706,-0.1,0.1,0.0,3,1,0,2,0,0,0,0,0,0,5,2,0,1,0,0,6,5,3,1.4045588,1.5165553,1.3890517,3,5,6,5,5,3,3,1,3
-0.14167607222415884,-0.9586729234146341,0.8701467503251634,0.02286599830487249,-0.22944113367320432,0.1787047100285873,0.0,-0.05,0.0,1,1,0,0,0,0,3,0,1,0,1,3,4,1,0,3,6,3,5,0.92207533,0.72147125,0.8411063,1,6,6,3,6,2,2,3,4
0.4847021969720391,-0.9586729234146341,1.3600942448776203,-0.29471731148502295,-1.118747853336787,-1.1100311796006481,-0.05,0.05,-0.05,1,2,0,0,0,2,0,1,1,0,2,1,1,0,0,0,6,3,3,0.9636115,1.0989375,0.92001784,2,1,3,3,4,4,1,0,1
-0.5969090982609246,1.5341615728344142,0.38019925577270647,-0.6123006212749184,1.1045189458221696,-0.6804525497242363,0.0,-0.1,-0.1,2,3,2,3,3,4,5,2,0,0,6,1,5,2,2,5,6,4,6,0.97626936,0.4143598,0.48194176,1,6,3,0,4,4,2,2,1
1.6617426941624962,-1.670911350914362,0.38019925577270647,-1.5650505506446046,-0.22944113367320432,-1.53960980947706,0.05,-0.05,-0.1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6,6,4,2.0210626,1.9716182,1.6199875,4,5,6,3,3,2,2,2,0
-1.0023763999694026,-0.9586729234146341,-1.5795907224371213,-1.5650505506446046,0.6598655859903783,1.0378619697814109,-0.1,-0.05,-0.1,3,0,0,1,0,5,1,3,1,0,3,1,0,5,4,4,5,4,4,0.590419,0.5042025,0.7952246,3,1,6,1,4,2,2,1,0
-0.041049832746303146,-0.24643449591490596,1.3600942448776203,1.2931992374644543,0.21521222615858698,-1.1100311796006481,0.05,0.0,-0.1,6,5,3,0,2,2,1,0,0,0,3,3,2,3,6,0,6,4,5,0.8073933,0.8824311,0.4966055,3,3,5,3,3,2,1,2,1
1.4074527573435736,-0.9586729234146341,-0.10974823877975046,0.3404493080947679,1.1045189458221696,1.4674405996578228,0.05,0.0,0.1,0,2,0,1,1,3,0,0,1,0,3,3,0,4,1,0,0,4,3,1.1043475,0.86478186,1.3708613,4,3,2,1,4,1,0,6,2
-0.8513605611623841,0.10968471783495806,-1.5795907224371213,-0.9298839310648138,0.6598655859903783,-0.25087391984782453,-0.05,0.0,-0.05,3,2,3,4,0,2,3,1,2,2,1,0,3,1,4,3,6,4,6,0.5474735,0.71498895,0.3774163,2,5,4,6,3,2,4,1,2
1.0948542473550762,-1.314792137164498,1.3600942448776203,-0.6123006212749184,-0.22944113367320432,-0.6804525497242363,-0.05,0.05,0.0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,4,1,4,3,1.7856039,1.65018,1.3442488,2,3,4,0,1,2,4,2,2
0.35977217216474344,-0.24643449591490596,0.8701467503251634,1.6107825472543496,-0.6740944935049956,1.4674405996578228,-0.05,0.05,-0.1,4,3,4,5,4,3,3,2,4,0,3,2,1,2,5,5,0,3,2,0.17692551,0.07427125,0.021974277,0,1,3,3,3,0,0,4,1
0.33097745962087655,1.5341615728344142,-1.0896432278846644,0.3404493080947679,0.21521222615858698,0.1787047100285873,0.05,0.0,-0.05,2,3,2,5,1,3,3,2,3,3,5,3,4,4,4,6,6,2,6,0.11819962,0.3092903,0.2009465,2,6,2,1,0,2,1,2,2
